SAMPLE ID,00_ctr-2,03_ctr-n3,14_ctr-6,83_ctr-n1,28_als-n1,30_als-n1,29_als-n1,52_als-n6
ADCY1,3.43098,3.49884,7.59673,3.78119,6.9003,6.27819,5.9529,5.72992
ADCY10,0.0381557,0.0891201,0.00681936,0.0128173,0.0330688,0.135015,0.00729328,0.0310198
ADCY10P1,0.267952,1.48923,0.296957,0.197371,0.240159,1.76547,0.311686,0.179402
ADCY2,12.5777,7.78063,23.8697,9.35234,21.4305,9.96854,16.0176,13.8844
ADCY3,5.34839,2.9994,6.50605,6.27906,4.25441,5.09106,5.13488,4.62381
ADCY4,0.0259023,0.00831057,0.0396634,0.027956,0.0360634,0.0334041,0,0.00819489
ADCY5,5.8963,6.58983,8.59694,6.69749,10.8299,14.0383,9.62637,8.43347
ADCY6,12.7739,11.5458,11.841,11.8851,11.3102,13.4276,12.608,10.6096
ADCY7,1.7699,1.81468,4.17024,1.6403,2.73205,2.89896,2.29796,2.5061
ADCY8,4.31186,1.80839,7.41555,4.2575,5.01114,2.27247,5.53483,3.48445
ADCY9,3.31998,3.98621,4.98435,4.23058,4.01066,7.021,4.25145,3.61162
ADCYAP1,1.46747,0.491578,2.2905,1.08129,1.26747,0.869164,1.10002,1.20142
ADCYAP1R1,7.45432,8.58563,28.6624,5.76813,20.9096,20.5435,21.2385,17.42
ADD1,78.0134,46.6367,83.1018,75.5612,87.8746,55.3421,84.3625,81.1997
ADD2,23.8216,38.0492,25.0537,15.0303,31.3512,40.4508,28.6599,32.2712
ADD3,32.4849,8.5673,21.2042,27.1223,24.1418,12.2789,19.746,16.6346
ADGB,0.0993623,0.026862,0.0897419,0.0180722,0.161895,0.032642,0.137112,0.068869
ADH1A,0.0219941,0.0194467,1.16E-34,0.0774396,0.0816401,0,9.86E-33,0.0587926
ADH1B,0.0132597,0.022207,0.0614979,0.0424768,0.0269543,0,0.046683,0.0499372
ADH1C,0.695521,0.315704,0.310825,0.341295,0.323534,0.388044,1.03493,0.993147
ADH4,0.0155687,0.0574322,0.017969,0.0482991,0.0207687,0.104145,0.0184029,0.0620392
ADH5,57.69,32.3924,56.7747,58.0327,54.5841,35.1948,58.6762,64.5509
ADH6,0.210862,0.101481,0.217949,0.0910323,0.264223,0.0532536,0.129498,0.0600409
ADH7,0,0,0.0161091,0,0,0,0,0
ADHFE1,2.71061,0.974643,0.983998,1.47958,1.38812,1.46881,1.20546,1.19765
ADI1,13.0166,6.79848,10.3571,14.3718,9.12273,9.10438,9.45426,14.8454
ADIPOQ,0.0680508,0.151774,0.0555282,0.0628723,0.075972,0.143066,0.10529,0.0794199
ADIPOQ-AS1,2.63E-12,4.37E-08,3.14E-40,7.83E-14,2.84E-27,1.10E-22,4.14E-28,7.97E-13
ADIPOR1,26.6301,26.198,28.0552,27.3173,33.1538,24.3231,27.1218,31.6654
ADIPOR2,20.2066,13.0428,19.3928,19.0204,20.1516,13.0558,19.0213,18.9456
ADK,14.0301,9.97131,13.3758,8.52719,14.3649,6.78402,10.7913,13.2425
ADM,2.77075,4.74557,1.87181,6.35467,1.02115,0.703188,1.42635,1.75965
ADM2,0.665612,0.786049,0.910106,3.92546,0.935219,0.847151,0.768337,0.95312
ADNP,45.4321,34.079,41.4987,35.4285,43.3259,41.8237,45.4666,45.2042
ADNP2,11.4094,9.04076,11.6304,8.62923,12.6348,10.5136,12.8493,13.0811
ADO,11.3913,11.7733,13.4284,10.4807,14.37,10.2103,11.7716,14.0321
ADORA1,13.4999,2.34073,7.72625,13.0492,9.17647,6.21999,4.49282,7.15004
ADORA2A,2.75077,5.80895,2.74585,2.90311,3.27877,6.43344,2.13373,2.61845
ADORA2B,2.66784,0.485279,2.90436,5.21905,1.9396,1.8496,2.43292,1.97294
ADORA3,0,0,0,0.0273958,0,0,0,0
ADPGK,8.03753,4.39363,9.59014,10.6331,8.72064,3.76592,7.61604,10.8806
ADPGK-AS1,0.133429,0.0709478,0.124478,0.0264297,0.0504265,0.111781,0.0614187,0.0342431
ADPRH,0.14593,0.0495747,0.157735,0.0833823,0.227079,0.0650379,0.14761,0.138507
ADPRHL1,0.440511,0.616774,0.688925,0.750776,0.901101,0.242028,0.619779,0.788711
ADPRHL2,19.2382,10.7206,16.5005,19.3127,21.4135,13.6971,20.349,20.4799
ADPRM,2.99486,8.03021,3.57346,3.56813,3.65526,4.55123,3.6546,3.96845
ADRA1A,0.824537,1.25828,1.64535,0.29262,1.57671,4.11501,1.39629,1.57552
ADRA1B,0.379814,1.42451,3.08348,0.480605,1.58643,3.07614,1.10998,1.08148
ADRA1D,0.287899,0.245137,0.77573,0.250971,0.724592,0.773702,0.367218,0.578038
ADRA2A,0.411598,0.440195,1.92582,1.02009,1.50694,0.680165,0.861312,1.38902
ADRA2B,1.43717,0.00870012,0.0622839,0.263397,0.251692,0.0608737,0.366368,0.137264
ADRA2C,1.96001,0.464385,1.10817,1.43197,1.36445,1.48501,0.685187,0.357751
ADRB1,0.0515736,0.0198565,0.011846,0.0667952,0.0287221,0.0347333,0.0506769,0.0783203
ADRB2,0.216852,0.0974055,0.199235,0.109221,0.20128,0.0608514,0.106541,0.0548855
ADRB3,0,0,0.012813,0.132454,0,0,0,0
ADRBK1,28.3893,32.9441,29.434,22.2123,33.8692,37.6095,34.4485,30.9316
ADRBK2,5.66585,6.70188,8.4137,4.1603,8.55137,10.6531,8.83859,6.68299
ADRM1,39.2141,38.7312,52.6591,43.7461,51.4902,35.8686,55.6437,55.8169
ADSL,30.5557,27.5146,35.8195,37.4799,32.7035,13.8676,33.8217,40.3665
ADSS,11.4072,5.81161,12.2354,9.71186,12.3954,7.47695,11.1698,10.6759
ADSSL1,2.24993,1.31102,2.78167,3.32171,1.99064,1.47266,1.94182,1.4525
ADTRP,0.0162733,0.0156636,0,0,0,0.027399,0.079952,0.0617821
AEBP1,24.7971,17.7826,23.9258,25.2096,29.3581,19.365,24.7711,13.7658
AEBP2,6.51969,3.52317,5.13508,6.4857,5.56231,4.27047,5.27369,4.85988
AEN,14.8267,10.0126,15.5807,13.2517,17.0684,18.3915,17.0358,7.96691
AES,117.905,113.025,120.902,137.442,141.62,115.718,139.551,145.053
AFAP1,9.7587,13.2328,17.2212,13.4669,16.3706,14.6212,16.7891,17.6134
AFAP1-AS1,0.0435046,0.208,0.0310268,0.0483043,0.0313346,0.147479,0.0556254,0.0127981
AFAP1L1,0.169134,0.0625619,0.242115,0.404149,0.260691,0.0541759,0.0971511,0.11974
AFAP1L2,2.3482,1.08675,2.45774,5.29144,2.59596,2.16493,2.40917,1.92604
AFF1,3.77209,2.50737,3.85172,2.84916,3.18046,2.21311,4.10844,2.96123
AFF2,9.51729,1.94191,3.27349,5.92749,5.13411,5.5051,3.43618,4.68406
AFF3,6.05802,7.25972,9.56055,7.0634,8.03762,8.08586,8.84487,7.66883
AFF4,19.8109,13.9552,16.5305,17.4805,17.2171,18.1122,16.9715,19.4817
AFG3L1P,6.79711,4.56528,3.37752,3.3775,3.78923,5.71541,4.98622,3.87236
AFG3L2,18.4355,11.5111,21.4259,17.7228,21.2999,12.4762,19.2878,19.8465
AFMID,4.55675,2.05866,1.639,4.78059,1.54244,1.62008,2.45445,3.03409
AFP,0.0435838,0.0279671,0.0667386,0.0627191,0.0606811,0.0122302,0.0713767,0.0965224
AFTPH,9.0163,9.42737,10.2832,6.9474,11.1434,10.2292,11.9243,12.5886
AGA,5.28305,2.28773,4.69902,4.68715,3.67061,1.41289,4.24924,3.4945
AGAP1,16.844,13.4184,18.5608,14.3872,19.3745,19.3579,17.9445,20.0048
AGAP11,0.202384,0.441216,0.10642,0.0558334,0.0533438,0.300754,0.0495991,0.0886629
AGAP2,9.51886,12.0082,12.1551,6.52324,12.4582,17.9237,13.0161,10.7793
AGAP3,26.8776,47.359,34.257,26.9719,35.6331,46.4924,38.7914,37.5912
AGAP4,2.54235,6.95985,0.203816,3.67613,3.97587,1.85519,4.46121,2.34158
AGAP5,2.96021,2.53853,1.48384,1.56625,1.95067,2.69732,2.07961,1.59187
AGAP6,5.44407,8.09892,3.42291,3.21563,3.29699,9.07948,4.28241,3.35394
AGAP7,0.715235,0.000727714,0.311508,0.361339,0.0936215,1.09633,0.166715,0.32008
AGAP8,3.87946,1.31961,3.48862,0.448154,0.789955,5.67137,0.788194,3.3212
AGAP9,1.02566,6.00838,3.15193,4.06189,1.83977,2.58566,3.25253,1.19167
AGBL1,0.0591598,0,0.00970605,0.0456074,0.0823674,0.142294,0.0415223,0.0401075
AGBL2,0.197188,0.0711749,0.0754873,0.00886761,0.148711,0.0276668,0.2422,0.148167
AGBL3,0.158759,0.120639,0.172731,0.162328,0.302472,0.182888,0.318154,0.380672
AGBL4,0.138317,0.199701,0.181543,0.0639785,0.330131,0.158026,0.2427,0.478237
AGBL5,27.0151,21.0617,25.2772,22.9934,29.9186,16.2332,27.5885,28.5174
AGER,6.70463,9.53794,1.79178,2.99818,2.54734,10.0961,3.82617,1.90991
AGFG1,11.8203,4.9517,9.87357,8.85733,11.7368,6.79106,10.6382,10.8179
AGFG2,2.25195,0.448869,1.53625,1.82121,2.08454,0.971133,1.69577,1.52005
AGGF1,12.2326,3.97729,9.58887,10.6228,12.3815,7.90535,11.5583,12.5489
AGK,10.8596,6.04235,11.9502,9.05188,12.8573,8.10548,11.7394,11.8877
AGL,7.79943,2.12803,6.48946,6.22595,7.08002,2.59749,5.58245,5.57567
AGMAT,0.34607,0.157146,0.348322,0.127569,0.411754,0.0876597,0.285558,0.38303
AGMO,0.0620652,0.0465445,0.0414486,0.0148987,0.0537377,0.070715,0.0167583,0.0454875
AGPAT1,71.1649,77.2446,85.0902,63.3737,96.1441,70.1328,82.7516,89.4237
AGPAT2,4.66348,2.00086,5.27829,5.90139,3.53787,1.91051,4.07728,3.83805
AGPAT3,9.90048,4.18696,12.0691,11.0307,11.5014,5.73826,11.0723,8.9442
AGPAT4,9.16458,5.78462,6.69975,5.51578,7.57967,8.48787,7.32182,6.61092
AGPAT4-IT1,0.94177,1.06133,0.498306,0.17213,0.333337,0.919254,0.45076,0.382312
AGPAT5,19.192,6.93067,15.9841,13.8209,21.6103,12.1995,18.175,19.6677
AGPAT6,15.3272,13.0825,17.4734,13.668,16.5741,17.2899,16.4925,16.0938
AGPAT9,0.100608,0.64559,0.154059,0.242143,0.0933838,0.14116,0.0686522,0.180371
AGPHD1,1.53994,0.455339,1.48688,1.94938,1.44062,0.398244,0.732281,1.71901
AGPS,6.75915,3.68481,8.99663,5.83605,8.05404,5.2589,6.4193,7.94331
AGR2,0,0.028906,0.0344895,0.0324123,0,0,0.110659,0
AGR3,0.039361,0,0.31643,0,0.0548018,0,0.145037,0.373588
AGRN,47.4604,40.2831,59.1201,40.2028,43.9514,48.1803,51.9737,41.6844
AGRP,0.193199,0.111576,0,0.0417033,0.161393,0.162642,0,0.110023
AGSK1,14.3273,26.7637,13.447,15.2116,13.0712,23.6202,23.8385,18.4048
AGT,5.13553,3.98531,9.66787,9.11029,6.76795,2.44569,8.54153,11.3553
AGTPBP1,15.9194,18.7694,19.0346,11.0314,18.3696,16.2472,17.8138,18.1848
AGTR1,0.167196,0.0126023,0.105256,0.305283,0.161076,0.0330664,0.110513,0.0869883
AGTR2,0.539703,0.0392061,0.31576,7.0229,0.0283555,0,0.400241,0.144976
AGTRAP,13.5272,3.71005,14.4467,13.8285,12.4446,3.23115,13.4861,12.5211
AGXT,0.0184736,0.0177813,0,0.0199382,0,0,0,0.0175338
AGXT2,0,0.0118099,0,0,0,0,0,0
AGXT2L1,0.296979,0,0,0.224725,0.264695,0.0246225,0.125738,0.106043
AGXT2L2,10.3682,5.49095,5.65896,7.05919,6.22747,5.08639,6.17832,4.62113
AHCTF1,7.39472,5.25428,6.29278,6.76652,6.68117,6.54477,6.78471,6.90819
AHCY,65.7581,63.5847,52.8254,92.3382,52.9491,41.4491,53.4428,56.529
AHCYL1,50.0551,44.9461,46.2484,50.0666,50.4664,50.2407,49.2862,49.169
AHCYL2,17.0089,12.9254,14.5726,12.1446,16.165,18.3901,16.3548,12.8458
AHDC1,6.78486,10.3362,7.25454,7.59747,7.44709,11.1175,7.66381,6.63383
AHI1,9.25994,6.64647,6.22863,6.15679,6.20672,7.94667,5.75954,5.9126
AHNAK,7.93548,7.70761,3.53517,12.9178,3.73141,5.32876,4.53506,3.31886
AHNAK2,2.48195,0.426599,1.94716,1.60376,1.29248,0.990432,0.989773,0.818377
AHR,0.948284,0.226692,0.583411,6.4767,0.466903,0.32015,0.546844,0.576705
AHRR,0.718783,0.317974,0.367554,2.35764,0.685254,0.443046,0.199771,0.465891
AHSA1,63.0057,82.0979,81.0287,62.7896,92.1844,67.1706,87.2296,100.889
AHSA2,13.1351,10.3065,3.37928,5.27949,4.71899,14.8087,5.39673,2.83197
AHSG,0.168904,0.0722558,0.0215532,0.121531,0.209034,0.0631957,0.184409,0.106875
AHSP,0.0583414,0.112311,0.0670024,0.062967,0.0812279,0.196456,0.0716588,0.110747
AICDA,0.0438906,0.0594459,0.0372751,0.0261685,0.059637,0.091316,0.0419766,0.0113098
AIDA,24.5613,15.8899,22.8503,23.1699,21.9043,16.1296,22.0379,17.971
AIF1,0.247136,2.27035,0.539216,4.37985,1.23782,1.10608,0.504603,4.51202
AIF1L,34.2396,12.2153,12.771,20.9944,18.5604,11.2883,25.1857,22.8553
AIFM1,16.9889,9.00715,12.5317,14.2492,14.2276,7.82358,12.8999,15.8104
AIFM2,1.68509,0.911416,1.49893,1.42358,1.50779,1.60896,1.35176,1.27763
AIFM3,0.166188,0.144185,0.258672,0.109811,0.139038,0.154213,0.187116,0.120494
AIG1,16.6893,8.43205,18.7998,15.7811,18.3101,11.6453,16.284,16.5484
AIM1,0.121274,0.11308,0.0735986,0.0675275,0.0707518,0.118604,0.0768313,0.0520038
AIM1L,0.0393985,0.140854,0.109887,0.0607461,0.109708,0.10424,0.0622181,0.0427364
AIM2,1.65109,1.03395,1.57636,0.687036,1.85565,0.569378,2.71212,1.81255
AIMP1,12.5008,11.7288,10.4404,12.3928,11.5925,10.4823,12.0374,12.4976
AIMP2,8.96614,3.97542,12.2839,11.811,12.3056,5.84319,10.9959,13.0255
AIP,30.3348,59.6176,34.5906,37.3653,34.9345,40.3714,35.7594,40.1084
AIPL1,0.0570524,0.123861,0.0437155,0.130991,0.0447435,0.0965728,0.117985,0.114986
AIRE,0.0517988,0.0252795,0.0593461,0.0139321,0.0537671,0.02208,0,0.0243905
AIRN,0.0198259,0.0194887,0,0,0,0.0170451,0,0.00640582
AJAP1,1.30283,4.13351,2.06458,0,1.13897,5.51549,5.72402,4.04623
AJUBA,7.2565,1.64013,5.62137,8.99169,5.44568,1.46432,6.51505,5.03198
AK1,18.7435,16.6916,32.165,18.0945,39.0737,16.8366,34.0548,28.2286
AK2,32.2113,17.0419,20.4205,30.1361,22.5972,14.1775,25.2039,23.4598
AK3,13.0805,12.3243,8.81717,10.2794,10.2472,12.6047,10.3295,10.5893
AK4,14.7905,4.32003,17.4952,17.1303,17.4045,6.75039,18.4634,11.2022
AK5,1.12755,0.92498,3.22208,1.04447,3.20158,2.27963,1.5267,1.82019
AK7,6.48562,0.663007,4.1403,1.78616,6.47657,1.26518,4.99939,3.73588
AK8,2.14467,0.472227,2.23768,1.42211,1.46372,0.295011,2.25545,1.8227
AKAP1,12.0223,13.9459,11.7682,8.40828,12.8716,15.8189,13.5771,12.1911
AKAP10,6.38205,5.65264,5.98748,6.1847,6.48694,6.28071,6.26557,6.21382
AKAP11,12.7099,8.36395,12.1316,10.6344,14.5056,13.7716,11.5613,13.6282
AKAP12,29.8122,23.0666,37.8089,41.0206,30.1287,38.5579,30.3409,32.8763
AKAP13,9.16762,2.94421,6.12928,7.403,7.05256,5.45185,6.71035,6.01559
AKAP14,3.81185,0.180789,6.08551,2.55297,8.46043,0.317251,6.18192,3.48345
AKAP17A,14.9694,23.2809,10.8354,11.7414,10.918,22.5126,12.34,11.2769
AKAP2,2.36407,2.58589,3.56606,4.12039,2.67287,2.8076,1.97217,3.60535
AKAP3,0.694031,0.188176,1.43696,0.305953,0.830193,0.567804,0.972519,1.70712
AKAP4,0,0,0,0.01115,0.0287671,0,0,0
AKAP5,1.15765,0.443505,1.71713,0.739418,1.59093,0.806508,1.40512,1.52587
AKAP6,10.0837,9.30375,13.3661,6.82808,13.6002,16.2001,11.628,11.977
AKAP7,3.90725,1.24559,4.29321,3.26492,5.50242,2.15737,3.5509,4.12153
AKAP8,8.2988,9.44747,6.69561,6.04313,7.07644,9.62363,7.46064,6.82485
AKAP8L,49.6993,109.572,33.374,27.1741,31.0885,98.4193,41.2677,30.6566
AKAP9,14.2413,9.56442,9.60099,10.0073,12.6527,12.6881,12.9352,11.1143
AKD1,3.30207,2.02899,4.52472,2.27635,4.35611,2.67184,4.18662,3.6984
AKIP1,10.7011,8.8174,11.0349,10.8405,12.364,9.45017,11.8863,10.7505
AKIRIN1,32.8445,25.97,33.8862,26.5335,35.9032,24.3213,33.3694,39.3821
AKIRIN2,31.9044,37.7685,45.3798,32.5375,46.59,36.1584,41.1014,47.119
AKNA,3.3864,3.20097,2.09031,4.83368,3.12627,3.22948,2.95861,2.8671
AKNAD1,0.0201978,0.0486024,0.139546,0.041608,0.0421817,0.0340066,0.0747102,0.173193
AKR1A1,50.4239,58.3545,41.2407,49.6546,48.3327,44.424,47.4454,52.5212
AKR1B1,37.2282,31.4837,44.8405,42.1171,45.0409,29.1536,42.2507,45.4358
AKR1B10,0.0566631,0.151232,0.0251475,0.140917,0.0776637,0.0317983,3.74E-32,0.0352153
AKR1B15,0.0363332,0,0,0.0392139,0,0.0305867,0,0.0172425
AKR1C1,18.0947,20.5759,30.2409,12.0459,27.7355,21.5005,22.8961,31.5985
AKR1C2,5.10249,5.3746,8.51106,2.73598,6.92313,7.12307,7.32815,6.17299
AKR1C3,0.544237,0.116877,0.745766,1.5784,0.328299,0.331753,0.284497,0.307288
AKR1C4,0.166274,5.21E-34,0.0679759,0,6.38E-40,2.22E-36,0.0694012,1.05E-40
AKR1CL1,0,0,0,0,0,0,0.0170472,0
AKR1D1,0.0800229,0.0819853,0.0394361,0.062262,0,0.033376,0.0721246,0.0770463
AKR1E2,0.326141,0.274433,0.185174,0.136002,0.725818,0.313461,0.459252,0.545786
AKR7A2,19.3728,11.7276,16.4638,21.5449,19.8286,9.48799,19.1317,18.6797
AKR7A2P1,0.0445933,0.408485,0.0256067,0.0481289,0,0.206872,0.0296263,0.0229152
AKR7A3,0.526588,0.297561,0.369814,0.46447,0.342855,0.449702,0.339555,0.257918
AKR7L,0.439663,0.32346,0.322038,0.261154,0.358318,0.328941,0.445732,0.357241
AKT1,61.9541,54.8649,82.8694,60.3704,72.1219,63.2246,84.9784,75.1042
AKT1S1,18.9155,9.43337,16.9773,18.9594,18.9995,9.6126,17.313,18.2471
AKT2,18.7682,13.6839,12.7627,15.1826,14.6338,16.3118,13.2392,12.4964
AKT3,26.9028,28.6487,23.6953,18.7219,24.5339,40.0948,23.5377,24.0932
AKTIP,13.2208,6.09654,15.8825,11.4582,17.4456,9.59091,14.6228,14.7955
ALAD,13.0121,9.33762,10.3211,12.6224,12.6932,11.6178,13.0775,10.889
ALAS1,20.3425,22.1954,25.9248,19.7939,26.4986,26.1303,26.5712,27.1584
ALAS2,0,0.0442095,0.017583,0,0,0.0128887,0.018805,0
ALB,0.118241,0.0252911,0.16597,0.056718,0.237791,0.0331798,0.145231,0.112226
ALCAM,10.7752,8.24484,26.596,32.0076,17.9033,16.3167,16.1216,19.6167
ALDH16A1,6.60654,2.52424,3.85394,4.207,3.29157,1.38606,3.94812,3.40931
ALDH18A1,25.7426,15.8698,23.2658,30.553,24.5681,17.3614,24.3992,29.1517
ALDH1A1,0.236764,0.0479774,1.37387,3.59095,0.208196,0.0104904,1.28568,0.520405
ALDH1A2,1.5164,1.0812,20.0646,1.95973,10.0129,12.3166,3.34954,3.22021
ALDH1A3,0.0929122,0,0.446223,4.64929,0.0470402,0.0142213,0.0207493,0.080169
ALDH1B1,6.55577,4.36083,9.63768,6.66238,8.48131,5.99522,8.37349,8.32786
ALDH1L1,3.72928,0.149401,1.24742,2.0724,1.50789,0.488705,0.682444,0.202135
ALDH1L1-AS1,0,0,0,0,0.0940534,0.284344,0,0.0641169
ALDH1L1-AS2,0.434229,0,0.0591581,0.0553147,0.141546,0.0534905,0.0312177,0.0361848
ALDH1L2,1.61886,2.18335,2.26899,2.76111,2.16241,2.47219,1.72726,2.34445
ALDH2,27.4812,25.0093,25.1958,38.3956,31.0576,34.1969,27.7849,26.8658
ALDH3A1,0.0664675,0.0159942,0.0190837,0.107606,0.0694064,0.0139887,0.0408199,0.0315432
ALDH3A2,18.3905,4.68699,18.3545,15.5708,20.6209,10.5555,17.0866,16.6155
ALDH3B1,2.84005,0.598725,4.01525,2.17573,5.08312,0.865878,3.19444,3.07703
ALDH3B2,0,0,0.0560868,0,0,0.00993605,0.0893481,0.0347324
ALDH4A1,4.89408,2.10712,6.37605,4.63185,6.51822,2.16229,7.35409,4.76958
ALDH5A1,10.6463,6.43303,17.4527,10.8037,15.8102,12.0773,14.171,11.6987
ALDH6A1,14.445,3.60041,9.55553,12.7505,10.2032,6.34915,9.36926,5.34398
ALDH7A1,31.551,7.99758,19.3351,19.2385,24.036,13.2747,22.798,18.1453
ALDH8A1,0.278916,0.735685,0.214172,0.107324,0.233324,0.85891,0.243979,0.196361
ALDH9A1,27.9502,9.86554,26.8107,29.8477,30.004,14.8911,26.1647,21.9894
ALDOA,819.635,438.838,878.448,997.161,1026.97,377.313,917.619,944.387
ALDOB,0.0608424,0.0819877,0.0978246,0,0.0508261,0.143415,0.0597846,0.138594
ALDOC,96.68,67.3838,159.05,117.517,190.976,59.7906,147.547,119.536
ALG1,5.11185,1.78765,4.25237,3.85896,4.99362,1.83543,4.92511,4.98787
ALG10,1.9157,1.51449,1.32112,1.1581,1.81383,1.75927,1.81047,2.1136
ALG10B,2.0464,1.34839,1.25265,0.428324,2.4778,1.98543,2.17649,2.26749
ALG11,3.65866,1.45697,5.13658,4.56363,5.03133,2.51624,4.77414,4.50195
ALG12,8.23545,7.97476,7.30069,8.27078,8.17523,6.5978,7.7775,6.83651
ALG13,9.6443,4.55315,15.5301,12.9239,9.09184,7.85892,9.08303,9.72215
ALG14,4.49654,1.90864,5.61312,4.91333,6.10493,2.30413,4.49383,6.73306
ALG1L,1.1801,0.83772,0.812583,1.95465,0.917649,0.63023,0.932188,0.727491
ALG1L2,0.739591,0.377493,0.814284,0.498797,0.514,0.342868,0.727482,0.468221
ALG2,7.42375,5.00025,7.20173,9.17097,6.81094,4.23744,6.95702,7.80139
ALG3,16.2994,32.8787,15.3682,17.4699,22.9756,21.7671,17.3315,27.0899
ALG5,14.3851,9.95646,18.2244,15.6811,16.6794,8.40066,16.6811,21.2789
ALG6,3.1964,1.37395,2.24278,2.4007,2.53607,1.08371,2.52772,2.70965
ALG8,13.566,8.28917,12.8576,8.85929,12.8674,5.05666,12.4359,14.4154
ALG9,6.4315,7.25246,6.44554,5.6105,7.1537,6.51698,7.39955,7.42062
ALK,1.24397,1.54659,3.69066,1.17986,1.67948,2.16188,1.98515,1.76657
ALKBH1,5.00197,8.54086,4.77399,3.98112,5.31058,6.44125,5.42838,6.50346
ALKBH2,10.1869,10.7059,9.37224,7.74878,9.68057,5.43692,10.6552,12.2233
ALKBH3,7.24377,6.1574,7.4116,7.47289,6.73234,4.02316,8.71241,5.48238
ALKBH4,5.93661,3.37144,6.44976,5.35566,7.87471,3.73492,7.18623,6.91684
ALKBH5,36.6838,55.3228,33.844,43.3511,43.7113,50.0074,41.7833,50.2923
ALKBH6,7.45472,6.47478,8.16247,5.77268,9.19946,6.09984,8.00313,8.60352
ALKBH7,19.4513,39.1528,23.0267,22.8607,28.4405,25.2065,25.9618,31.1557
ALKBH8,2.80182,1.80255,2.90099,1.77051,2.57704,1.78429,2.30911,2.92798
ALLC,0.0408874,0.157422,0.0234787,0.0441292,0.0284635,0.0516309,0.0753311,0.0194038
ALMS1,5.14866,4.36637,3.48678,3.75883,3.46525,3.6461,4.28641,4.48301
ALMS1P,0.291045,0.380539,0.559586,0.21076,0.427248,0.649466,0.168931,0.343158
ALOX12,0.41314,0.530213,0.186913,0.3378,0.522918,0.326719,0.399806,0.287091
ALOX12B,0.200581,0.193065,0.31166,0.305624,0.229983,0.357578,0.275351,0.223973
ALOX12P2,0.010665,0.0205308,0.0122483,0.0345318,0.0148487,0.00897821,0,0
ALOX15,1.46863,0.76703,0.733143,8.56696,1.74573,0.621384,3.3441,1.83814
ALOX15B,0.0235716,0.0113442,0.0256622,0.0127202,0,0,0,0.0111863
ALOX15P1,0,0.0422836,0.0504512,0.0948253,0.122325,0.0369817,0.107915,0.041695
ALOX5,0.0490543,0.130493,0.212317,0.105887,0.0963037,0.0929155,0.0146362,0.0232795
ALOX5AP,0.0977508,0.0627254,0.112262,0.105501,0.226829,0.0822904,0.0800427,0.154631
ALOXE3,0.163714,0.113807,0.302918,0.137429,0.26946,0.307204,0.259797,0.233893
ALPI,0,0,0,0,7.87E-24,0,0,0
ALPK1,0.680315,0.275996,0.230501,1.26592,0.314862,0.278967,0.273432,0.33495
ALPK2,1.16465,1.00813,4.00337,4.33838,0.641856,0.364265,1.14242,1.39712
ALPK3,0.0676027,0.104111,0.158383,0.105066,0.16189,0.186667,0.0597846,0.0667304
ALPL,1.13765,3.08851,3.06516,2.31012,2.24443,1.20336,2.62521,3.32165
ALPP,0.0312555,0.0413997,0.0475695,0.0131646,0.0430674,0.0431064,0.0431945,0.0296767
ALPPL2,0,0,0,0.0616273,0.0659203,0.03286,0.0669939,0
ALS2,10.6572,5.40309,10.1947,7.48055,10.9254,6.00022,9.75141,9.9765
ALS2CL,0.248935,0.239438,0.154022,0.146482,0.234637,0.317675,0.256395,0.120647
ALS2CR11,0.0206946,0.0199191,0.0253842,0,0.0194333,0.0373575,0.0063546,0.0525458
ALS2CR12,0.0755289,0.058159,0.0693932,0.0326069,0.0630947,0.0254332,0,0.0860242
ALS2CR8,2.63191,0.973632,2.13724,2.03643,2.52906,1.28946,2.37239,2.26849
ALX1,0.0684936,0.197781,0.131103,2.29165,0.794689,0.0384404,0.0560856,0.0866793
ALX3,1.69774,2.1532,1.51395,1.76768,1.77976,3.39651,1.4229,1.23223
ALX4,0.0486071,0.0571827,0.111646,0.915153,0.0451167,0.0636523,0.0132672,0.0307564
ALYREF,44.5098,31.4969,37.8591,32.7907,39.9024,15.9033,41.9775,51.0065
AMACR,2.73741,1.60707,4.02957,3.85741,2.97316,1.97763,2.75083,2.47003
AMBN,0.0589825,0.0141931,0.0169347,0.270551,0,0.0124134,0,0
AMBP,0,0,0.0709767,0.066702,0.028682,0.0693697,0,0
AMBRA1,9.92349,10.35,11.6797,8.64526,11.0062,11.7575,11.3734,10.6571
AMD1,14.8545,15.4293,20.8551,16.5984,17.8964,14.5549,18.7083,19.5767
AMDHD1,0.124385,0.0665135,0.158723,0.0745817,0.17318,0.0698081,0.0848767,0.236116
AMDHD2,4.32403,1.15782,3.08448,3.29335,3.16587,1.10176,3.25323,2.7646
AMELX,0,0.0380227,0.0453672,0,0,0.0665101,0,0.0352017
AMELY,0,0,0,0,0.153746,0,0.0452112,0
AMFR,27.0033,23.8683,40.4673,32.3127,38.9778,30.0706,37.045,36.5805
AMH,2.01617,1.54956,1.78084,1.21572,1.03874,3.62061,3.23423,0.693527
AMHR2,0.0748237,0.0305387,0.0214829,0.085739,0.0442188,0,0.0459518,0.0355088
AMICA1,0,0,0,0.0162743,0,0,0,0.0143118
AMIGO1,4.07389,3.73725,6.1056,2.37251,3.69263,4.57609,4.2848,4.01406
